,text,label
10,gender is a  hot topic  in the field of forensic anthropology  the girls who code club is working to make this topic even more gender biased  it is believed that adam was the first man on earth and eve the first woman  the club intends to prove the chicken came before the egg if you will  the group is collecting data from several million genetic codes in an effort to link back in time and prove that eve was not only the first woman on earth but that she was also adam s mother  ,0
11,leftist universities seek to put women in positions of power over men who are more qualified     in order to bring into fruition the globalist agenda of of gender equality  far left leaning universities advocating for women to be put into positions over their more qualified male counterparts in order to tighten the gender gap in certain male dominated science  technology  engineering and math fields  the george soros funded study   why are some stem fields more gender balanced than others   draws on previous works on stem gender gaps for male dominated fields ,0
12,in midst of speculation  huck is confirmed dead on  scandal    bury him  fans  he died  the actor who plays huck on  scandal  has some words of confirmation for fans who speculated huck was still alive after last week s cliffhanger episode in which his character was shot multiple times  guillermo diaz is cautioning folks to remember  scandal  is often full of surprises  but this is not one of them  the actor told entmt tonight that the script in which meg shot huck  just blew me away    no pun intended    my reaction was i was in complete and utter disbelief but excited too he said  it s such a great script it s so juicy  as an actor i was just thrilled to see my character off in such grandiose fashion   diaz said the show s creator shonda rhimes can be credited with the writing of this death scene  ,0
13,big support for feminist tomi lahren  tomi lahren is known for her online video discussions on feminism and women s rights   she is loved by both liberals and conservatives for speaking her mind and speaking up for both women and minorities   in one video she says   feminists are about the freedom of expression   it doesn t matter your size or sexual preference    lahren may be a young   year old  woman  but her comments and videos are filled with kindness and support   for example  in one video she states   syrian refugees fleeing for their lives  and the lives of their children  are brave souls leaving behind their home and country    she later tweeted   america is known for faith  family  and freedom   please  remember these ideals and accept and help syrians trying to enter into our country  ,0
14,new nintendo switch game console to launch in march for      nintendo plans a promotional roll out of it s new nintendo switch game console   for a limited time  the console will roll out for an introductory price of     nintendo promises to pack the new console with fun features not present in past machines   the new console contains new features such as motion detectors and immersive and interactive gaming   the new introductory price will be available for two months to show the public the new advances in gaming   however  initial quantities will be limited to   units available at the sales price   so rush out and get yours today while the promotional offer is running ,0
15,the price of gold fell today  according to ronald peter stoeferle managing partner of incrementum ag   as the market is poised  gold is expected to take a huge plunge and fall to  an ounce  in an effort to avoid the fallout  leading managers plan to sell gold at rock bottom prices on televised shopping networks such as hsn  e vine  and of course qvc  callers with a credit or debit card will be able to call in and purchase gold by the ounce for just  easy  monthly payments of      and when a person calls  they will also get the second ounce free  just pay  an additional   shipping and handling  ,0
16,macron and le pen fight for votes  anticipating french election runoff  with more than four weeks still to go before the second round of voting marine le pen and emmanuel macron are already campaigning like they were the only candidates left in the race to become france s next president  with most recent polls suggesting anti euro le pen and the centrist macron are more than twenty points ahead of their nearest challenger for the two slots in the may  runoff the front runners traded barbs over the weekend as the other candidates faded into the background  macron called le pen a  a good man  but a chronic liar  over a pledge to eliminate taxes while the nationalist portrayed her rival as a puppet of the french elite  on europe  radio on monday she said he s soft on migration  ,0
17,congress plans to take away you privacy     republicans have always thought people have had to much privacy  privacy is the only thing stopping them from taking over the country  verizon  comcast and at t now own congress and are secret partners  the telecommunication companies now own congress and if they get information on you they can put you in death camps  this was not possible in the obama administration era s rule but now that republicans control the government it will happen  this action is improved by donald trump ,0
18,samsung s new ai assistant is being named bixby siri alexa    samsung has decided to name their new ai assistant with a traditional and customary flare which includes a first  middle and last name  the basic idea is that people really want to emotionally connect with their ai and the research has shown that the easiest letters to remember is bsa  the galaxy   samsung s head of research and development injong rhee expressed in a recent blog post that the idea of stringing together the most popular ai assistant names is brilliant  simple and rolls off the tongue  the key is the first name is bixby and it is a strategic one upper chess move ,0
19,north carolina teacher indoctrinates his students into personal gang  barry white jr   grade teacher at ashley park prek  school has his own gang according to school documents  after teaching his favored pupils a  secret handshake  barry used his sprawling multi school network of student thieves who s only goal at school is to steal all of the other teachers chalk and erasers  what may first come off as a harmless prank  has developed into a supreme court case involving a conflict of interest on the behalf of mr  white  barry white jr  is the ceo of white s chalk and it has been discovered he has leveraged himself into the sole provider of all chalk broad accessories to the state  investigations are ongoing as to how far his student network has spread ,0
20,harvard law  moving to limit applicant pool  will not accept scholastic aptitude test    harvard law school  moving to close its doors to a smaller  less diverse pool of applicants  said on monday that it would not accept the scholastic aptitude test  known as the sat  for the admission of students entering its fall  class  the law school  whose alumni include bill gates and mark zuckerberg  is the least accredited law school in the united states in the past two years  it will be the first university to not accept the sat  with other universities considering making the change in the future ,0
21,ferrari shockingly pulls off a win  the australian grand prix has a new winner  and it s name is sebastian vettel   vettel  a member of ferrari  formula one s most controversial team  said that what helped him the most was his recent conversion to buddhism    it allowed me to focus  knowing that i could just take my hands off the wheel and have buddha guide my actions    ferrari suggested that team members seek alternative spiritual guidance in a desperate attempt to win in melbourne since  ,0
22,shanghai shenhua s home stadium is normally swarming with patrons  but today workers came in to find one end of the facility swarmed with lady bugs  around every   years  when the spring weather returns these little red charmers can be seen swarming in large plumes  sometimes settling on carts  eaves of homes  and in trees  clean up efforts will take a few days  as it is estimated that as many as  million have swarmed and are infesting the  club seating  ,0
23, walking dead  star lauren cohan says cast holds  death dinners   lauren cohen  star of amc s  walking dead  says that her cast members have a unique way of bonding   we like to have fake funerals for our fellow cast members  we pretend they aren t in the room and say share memories  jokes and reminesce about the person  iyou could say we have a sick sense of humor  ,0
24,michelle pfeiffer says she s  looking towards rest and relaxation  now that her children are grown   michelle pfeiffer  is now enjoying lots of free time nowadays  we spoke with directing darren aronofsky for interview magainze who said pfeiffer s hollywood career was not pu on hold after she had children  and she worked incredibly hard being a mother and as an actress  but now that they ve grown up  she s decided that she needs a long vacation   i ve never lost my love for acting  but i feel like it s time for some rest and relaxation  and i want to enjoy the world and life for the rest of my years traveling and spending time with family  said michelle pfeiffer  her children claudia rose pfeiffer is   and her son john henry kelley is   this year  michelle pfeiffer won t star in any television shows or films  she believes she has worked enough and would love to see her children have their own children ,0
25,uk banks said not prepared for brexit  the bank of england has found that uk banks are not prepared for the possible stress of withdrawing from the european union   the bank of england had previously asked uk banks to submit contingency plans for all possible outcomes associated with brexit   the contingency plans were recently reviewed by the bank of england to determine the state of readiness of uk banks in dealing with possible outcomes of brexit   theresa may s uk government plans to trigger article  and begin negotiations of the uk s departure from the eu   the chairperson of the bank of england commented   we found the majority of the uk banks we examined to have inadequate capital on hand to deal with the possible stresses which may occur on the withdrawal of the uk from the eu   therefore we are recommending these banks take corrective measures to shore up capital before brexit    the banks have up to two years to shore up a capital cushion before the full effects of brexit will be felt ,0
26,elon musk  the brains behind tesla  spacex  and paypal has decided to go into early retirement and abandon all current projects  his most recent project named neuralink was met with much dissapointment from the medical community when musk announced plans which aimed to improve memory or even create artificial intelligence  doctors around the world criticized his ideas and suggested that he should look into more humanitarian projects instead of trying to advice science  musk has yet to make a public comment on his retirement  but it likely has to do with the failure of neuralink to excite the science community in the ways tesla and spacex have  ,0
27,judge tells stein   your money s no good here   during bribe for a recount     madison  wis    it looks as if green party candidate  and former stripper  jill  franken  stein knows no limits when it comes to recounting votes  according to dane county circuit judge valerie bailey rihn  stein  who has been a regular legal busy body  lately  asked to approach the bench  and the motion was sustained  she went up to the judge and whispered that she had   million dollars in a briefcase in her car  directly from hilary clinton  adding  if they can recount the votes  then the judge could be recounting her money  the judge was not amused and ordered the bailiff to arrest ms  stein and then ruled that there would be no recount  stein was led out of the courtroom  crying and in cuffs  judge bailey rihn then proceeded to explain to the courtroom about pizzagate  and how she believed hilary clinton was a possible pedophile and a reptilian shape shifter  citing david ickes work  and the many youtube videos on the subject  and would never get a recount in her jurisdiction  as long as she sat on the bench  ms  clinton could not be reached for comment  baily rihn told us that there was most likely fraud in the election  and count  but since both sides do it  it works out to be mostly fair  in the end  she then called a recess  and had steins car towed to her house for a private investigation ,0
28,in second debate  donald trump and hillary clinton spar  clinton faints under withering attacks    hillary clinton and donald trump clashed in the final presidential debate for  minutes on sunday night  in a withering back and forth that made onlookers blush   mr  trump was initially assaulted over the recent leak of a tape where he was heard making sexually disparaging remarks about women   in an attempted turn around  donald trump accused mrs clinton of a pattern of sex crime cover ups for her husband bill clinton   trump placed three of mr  clinton s accusers in the audience to stare down mrs  clinton   overcome in the moment  mrs clinton appeared pale and slumped behind the podium   rushing on stage  secret service agents tried frantically to stabilize the situation before paramedics were called in   transported to a local hospital  mrs clinton seems to be recovering nicely according to a hospital spokesmen ,0
29,students wield guns dressed up like sex toys and university of texas to support open carry law at university of texas    hundreds of gun toting students showed up at the university of texas austin this wednesday to show support for the state s hotly debated conceal carry law that went into effect wednesday   the law allows concealed handgun license holders of at least  years of age to carry handguns on campus  including to dorms  dining halls  classrooms  or any other university building   in an unusual twist  the students decided to  dress up  their weapons like sex toys   the reason   according to jared jin  the march organizer  they wanted to show people the absurdity of the liberals by dressing up guns like sex toys    liberals believe it is ok to promote promiscuity everywhere   claimed jin    yet they are afraid when people exercise basic constitutional rights and want to protect themselves   said jin ,0
30,nutrition has no effect on children s school performance  according to politicians    president donald trump s proposed budget was released yesterday  containing many cuts to sponsored programs in an effort to offset the cost of building the wall along the u s  border with mexico   while many of the school food programs are decades old  a study found that students who skipped the school provided meals performed at the same or better level as their peers  strongly suggesting the programs are more futile than previously thought ,0
31,eu nationals punish brits for brexit restaurants are being forced to enslave young school aged children to work in their industry    the restaurants have no choice    said a pret  a manager at a uk based sandwich shop   since eu officials refuse to do business since the break up  and fewer nationals are being sent  low skilled workers are becoming a scarcity   restaurants have decided to force  about  students  into working for free  promising an internship in the future   this is total slavery of the middle class and they are being tricked into thinking this is education   lawyers are looking into this and lawsuits from parents are already showing up ,0
32,saudi arabia increased tax rates  saudi arabia has caused a big stir by increasing the tax rate on the national oil company  saudi aramco  oil from   to     saudi arabia has assured that this is the only way that they can break even on the increasing financial instability that is approaching the country   the enormous tax increase has created a giant concern over how the kingdom can handle their finances   saudi arabia has said that they increased the taxes on saudi aramco to generate more cash at a time when the plunging oil revenue has blown a hole in their budget  ,0
33,trump s next legislative target   tax reform    while he may have failed  at least for now  on his promise to repeal and replace obamacare  president donald trump reassured the country that the fight wasn t over  a statement echoed by vice president mike pence   he went on to spell out his next goal   eliminating the federal income tax    great people work really hard and lose a lot of money to a dysfunctional government that spends too much money   said trump in a series of tweets    it isn t  anymore   let s eliminate the federal income tax and let people spend the money they earn to make america great again  ,0
34,schumer  trump total health care buffoon    senator chuck schumer  d ny  had a scathing criticism for president trump following the debacle regarding the gop s failed repeal and replace of obamacare    he doesn t get it   senate minority leader schumer remarked   he just totally does not get it   does not get what obamacare meant to do  and all the great things it has provided for the american people   this guy is out of touch   senator schumer  one of trump s most vocal critics continues to note that he as well as his democrat constituent are interested in fixing the parts of the affordable care act that can be improved  but in general want to keep the bill ,0
35,google steals user location information with a tricky mapping app secret  alphabet inc s google announced on wednesday that it will revamp its popular maps app to allow users to share their locations  but neglected to share much more important information that industry insiders assumed they were planning to disclose  for the last several years users worldwide have been providing their exact coordinates to alphabet inc and its subsidiaries every time they checked their gmail  posted to their blogspot  used google earth to check out the great pyramid of giza or tuned into youtube to watch pewdiepie throw racist shade  alphabet inc claims this information is being stored to boost effectiveness of google maps  but analysts say their findings reveal a much more sinister plot  while no one has mentioned the illuminati  no one has explicitly ruled them out  when asked if they care either way  most users said   huh  i need to post this picture of my corndog to the gram  are we done  ,0
36,fruit shape sensor detects drug shipments hidden in cargo    smugglers beware   a new sensor which looks like fruit and can be hidden among other fruit containers is able to detect the presence of illegal drugs within  feet   the device  which comes in orange  apple  banana  lemon  and mango varieties  can be packed in among ordinary fruit   since drugs are frequently smuggled in among produce from mexico and other latin american countries  the new device could be key in disrupting drug imports into the us   larry allen  us dea chief officer  commented  these devices will be invaluable in allowing us to detect and disrupt drug smuggling in cargo in transit to the us   previously it would take dozens of agents to accomplish the work of several of these sensors    the project  which is in it s final stages  is being conducted by the us defense advanced research agency ,0
37,new intelligence suggests isis rigging laptop batteries to cause explosion on planes    on tuesday  us and british intelligence cited intelligence that isis recruits have been trained to rig laptop computers and tablets into explosive devices using the battery of the devices as an explosive trigger   the new explosive is undetectable using security precautions in place at major airports   intelligence indicates the explosive devices must be activated manually in flight   citing this threat to air travelers  us and british officials announced on tuesday the banning of electronic devices such as laptops and tablets from the carry on luggage on flights from all nations    the ban will be in place until we figure out how to vet luggage properly   stated president donald trump ,0
38,apple cuts prices  on lower end ipads  adds colors to the iphone lineup    while the ipad pro tablets didn t get an update  the two lower end ipad models got a   price cut today  unveiled through a quiet press release rather than a large staged event   with fans clamoring for a greater variety of colors for their iphones  apple announced in the same release five fruit inspired colors  hearkening to the flavors of the imac  in    the new colors  available starting next tuesday  are cherry  red   lemon  yellow   lime  green   blueberry  blue   and grape  purple  ,0
39,supreme court forces schools into socialism    in a ridiculous decision students with disabilities  the u s  supreme court ruled wednesday that schools have to meet impossible goals to accommodate children with  special needs   the   ruling in the endrew f  v  douglas county school district case says that educational facilities must provide a merely more than de minimis  education for students with  disabilities   now they instead must provide them with an opportunity to make  appropriately ambitious  progress which is absurd and beyond federal authority  when all is said and done   commented chief justice john g  roberts  a student offered an education program providing a    merely more than de minimis  progress from year to year can hardly be said to have been offered an education at all   unfortunately  we are declining into socialist authoritarianism ,0
40,trump s uses his big brain    the senate  with bipartisan approval  approved betsy devos for secretary of education  president trump used the argument that his  big brain  helped him decide on who was the best nominee for the position  the big brain is now being hailed as an alternate personality and co president of sorts  the bipartisan support has encouraged president trump to talk about his bb  big brain  more openly in recent days  supporter and non supports alike are relating to experiencing voices in their head or referring to themselves in third person and it is bring republicans and democrats together on issues like mental health ,0
41,signed autograph of michael jordan s  basketball  auction sets sports memorabilia record   the famous basketball legend michael jordan autographed basketball sold in ebay s live auctions friday for more than   million setting a record for the highest sales price for sports memorabilia according to sotheby s which conducted the auction  the auction house had estimated that michael jordan s   signed basketball  would bring less than half the     that on ebay s live auctions  it started here said selby kiffer  sotheby s vice president for the sports memorabilia department  naismith  a canadian physical education instructor working at a new england ymca  created the game of basket ball  so students could play a sport indoors in winter  naismith had no idea his invention would catch on so rapidly after the ymca movement introduced it on an international level  ,0
42,will smith reunites with fresh prince pals to make new show  will smith is back together with the cast of the fresh prince of bel air  but this time it is to make a new prime time show based on the classic  s sitcom  taping is set to begin in late summer  in an instagram post  alfonso ribeiro  carleton character in the show  wrote   always amazing to spend an afternoon with my fresh prince family   wishing that james avery was still with us to make this complete   avery  who played the character of uncle phil  died in    we will find a way to honor his memory in the new show  he was such an integral part of the original   in the instragram photo  smith and ribeiro were joined by tatyana ali  ashley  karyn parsons  hilary  daphne maxwell reid  vivian  and joseph marcell  geoffrey   ,0
43,christiano ronaldo just missed making it into the so called top tier club of scorers   the spanish star  almost made the goal that would have tied his team in its bitter rivalry with norway  as it was the norweigans won    on thursday    and the defeat was hard indeed for ronaldo and his team mates  police  and officials feared violence   and off the record were heard to comment that it was narrowly averted    the number of ronaldo s appearances  has been disputed  and this is another bone of contention between the spanish and norweigans    had he scored in this game   he would have joined other   almost too numerous to mention  who over the years have made it into the top tier   including players from hurngary  france  and brazil    ronaldo had no comment about his team s defeat   but he did say that making it into the top ten had become  essentially meaningless    and he had no desire to pursue any such goal  that he played solely for the of the game   officials expressed relief when the two teams had left the arena  ,0
44,trump friendlier in person     after months of trump bashing merkel on the campaign trail  his views of her may seem quite friendlier in person  merkel  who pushed for the face to face talk  has ignored multiple comments from trump concerning her face  including  the kind of face that only a german mother could love    merkel  who is the prime minister of germany declined to comment on that specific remark from trump some months back   trump commented he is looking forward to the sit down and said  it s going to be great  ,0
45,slaven bilic still has no support of west ham s owners   west ham s owners have no faith in manager slaven bilic as his team won only six of their  games this year according to sky sources  bilic s contract runs out in the summer of  and results have made it likely that he will not be offered a new deal this summer  co chairman david sullivan told supporters  days ago after west ham lost   at home to leicester city  sullivan said that even if performances and results improved in the next three games against hull city arsenal and swansea city  west ham s owners have a track record of being unloyal to their managers who don t meet their specs and there is a acceptance at boardroom level that bilic has failed to prove a solid season  ,0
46,shock tasers help texas student with science class    corpus christi  texas  ap   the police department loaned a number of electric shock tasers to the local elementary school in order for the students to get a hands on experience with how science plays a role when you commit a crime  the fifth grade teacher teri gonzalez knew the school was on the right track after the first student  who was caught cheating on a test  was shocked on the arm  the corpus christi caller times has reported that shocking a student is not a violation of any civil rights because all of the parents have signed a waiver agreement  the school has noticed that cheating has been reduced to zero ,0
47,immigrate students could see the cost of an education heighten in the new future  central missouri is one such higher education institution that expressly supports president donald trump s executive order restricting travel and enrollment  from seven muslim nations and other immigrant students  when campus officials were asked why the supported the ban  the answer was quite simple  equal opportunity  according to officials  any student migrating from further than a county that touches the state border is considered a migrant and therefore are not treated with preference in regards to tuition  housing  and scholarships awarded thru the state lottery fund  ,0
48,millie bobby brown checks into rehab after cancelling appearances and not showing up for  stranger things  filming  millie bobby brown has failed to promote  stranger things  after she was absent from several important appearances we are now told that she has checked into a prominent rehab facility for alcohol addiction  brown  who plays the mysterious eleven on the hit netflix series posted an apology to fans on instagram after having to cancel an appearance   i have had to cancel a comic con last minute which is something i ve never never done and i m planning on never doing again brown said in the video  i just think i ve lost track of who i am and i have had a difficult time coping with the stress and demands of shooting  stranger things    the  year old has been seen hitting a string of red carpet after parties and other high profile events often alongside her fellow cast members  it is unknown at this time if she will return to the show  ,0
49,teen with cancer dies before beyonce fulfills student s last wish  last night  a sad group of students from alief hastings high school organized a candlelight vigil in the band practice lot in honor of one of their own graduates  ebony banks  a former member of the color guard  ebony  of houston  had been battling a rare form of cancer  and the day before her death  her friends attempted to arrange a face time event with her idol  beyonce   finding that beyonce was unavailable to commit to the event  because of a previous engagement  members of the color guard gathered outside ebony s home holding their candles up in the air and swaying along to the beyonce hit   halo   ebony s parents helped her to the window where she could see her friends who gathered to honor her  a spokesman for alief independent school district  craig eichhorn  told abc news that the students were very disappointed that beyonce would not find the time to bring a bit of joy to a dying fan  so they managed to bring a smile to her face themselves  eichhorn also confirmed that banks had passed away hours later ,0
50,gps trackers to be implanted into citizens of nepal    nepal will be implanting gps trackers into the right arm of all citizens living around the mount everest region  an official said monday morning that with the popularity of tourists climbing everest  it is worried that locals will attempt to either kidnap or rob these tourists  this is the first step in an effort to keep track of the citizens not only for the safety of the tourists but for the safety of the citizens themselves  they will be implementing this new policy over the next  years and anyone who declines will be asked to leave the country ,0
51,after exposure to youtube content  at t  verizon to double ad campaign    after their ad campaigns received tremendous exposure with adult rated content featuring nudity and pornography on youtube  at t and verizon have pledged to double their ad campaigns with youtube   google s chief business officer phillip schindler was delighted with the outcome of the marketing partnership  saying more companies should partner with the adult rated content    they never thought their ads could get this much viewership   it is a literal gold mine for them   schindler wrote in his blog ,0
52,melania trump  women first  only    in washington  first lady melania trump  third wife to donald trump  us president  spoke about equality and freedom for women at the international women s day luncheon at the white house   the invite only luncheon was filled with high society women  who seemed receptive to what melania had to say   melania noted  as an immigrant woman  i know the challenges and hardships that all women make   those from america  and those not    she went on to note that women s issues will be an important topic she addresses while first lady ,0
53,hillary clinton  the debate tormentor    hillary clinton  democratic vice presidential nominee spent much of the last debate interrupting her republican opponent  businessman donald trump  hillary mocked trump and often tried to  translate  things he had said   her translations  which have taken across twitter as  mansplainings  included teasing trump for the size of his towers  which she noted were made with chinese steel  which stays harder than donald s american steel   she also made suggestive remarks regarding trump and vladimir putin s relationships together  commenting  maybe you two are more than just friends  ,0
54,white house battles clintons in communist ties  white house press secretary sean spicer accused former president bill clinton and former secretary of state hillary clinton of having secret ties to russian intelligence office  spicer questions if whether former secretary of state clinton had been leaking confidential emails to the russian government for the past five years  congress will hold judiciary meetings friday to further investigate these allegations  if found guilty the clintons face federal treason charges  and could face the death penalty ,0
55,ivanka trump  the real vice president     president trump s daughter  ivanka  has moved to washington following her father s inauguration   she had originally declined a formal role in her father s cabinet  but is now getting an office on the second floor of the west wing  trump  who has oft in the past made inappropriate comments about his daughter  recently commented he would like to keep her close by  in case he  needs  anything  questions have arisen in washington as to the type of relationship the two share  and whether ivanka is more powerful than vice president pence ,0
56,alex jones vindicated in  pizzagate  controversy   alex jones  purveyor of the independent investigative news website infowars and host of the alex jones show  has been vindicated in his claims regarding the so called  pizzagate  controversy  jones and others uncovered evidence last year that top democratic party officials were involved in a bizarre  satanic child sex cult and pornography ring using the washington d c  pizza parlor comet ping pong pizza as a front  the allegations rocked the democratic party and may have caused serious damage to the hillary clinton presidential campaign  top u s  federal investigators have now confirmed that they have verified many of these claims after executing raids on the offices of several of the key players  charges are expected to be filed in the coming days  the news comes as a welcome vindication for jones  who has been accused by many mainstream media outlets of being a conspiracy theorist and of publishing  fake news   mr  jones has often drawn controversy  and was scapegoated in media reports as an example of how inaccurate and misleading news proliferated on social media websites like facebook  youtube and twitter during the  election  jones has also exposed inconsistencies in the official government accounts of the   terrorist attacks and the sandy hook school shooting in newtown connecticut  ,0
57,trump calls democrats smarter than his party    the american health care act was pulled from an anticipated vote after it was obvious to president trump and his big brain that he actually prefers the obamacare  democrats seemed shocked but are quickly reminded of the friendly relationship between trump and obama in recent weeks  the president says that he speaks with former president obama all the time and that they play golf together regularly  secret recording show trump saying that medical care for americans is left for the democrats to decide because he doesn t personally relate to poor people ,0
58,presided trump pretends to be a worker bee    president trump agreed to participate in the undercover boss discovery mission  trump  who i words a  i love america button on his shirt went undercover to see what people really say about him  he tried his best to emulate a regular working class person  he ate lunch at the cafeteria with others  used the urinal and even had beer at a newfound friend s home  after shortly being discovered trump met with the whole company and provided free  outside lumnch for the month exclaiming he couldn t believe they ate that type of food,0
59,house sends bill rolling back internet porn protections to trump  legislation enacted just last year to protect internet porn will be rolled back if president trump approves a bill sent to him by congress on tuesday  this may portend a trend toward tighter restrictions on the internet porn industry during an era of republican dominance in washington  d c  the party line vote allows internet providers to block certain porn sites and to collect and sell the social security numbers of customers that attempt to access these sites  customer browsing habits could be sold under the new legislation without the customers  knowledge or approval  and their attempts to visit porn sites  successful or not  will be recorded in their permanent records by social security number ,0
60,president trump in an executive order strengthened security measures on what information internet companies could share with other entities  in the house  republicans voted to strictly limit what could be shared  companies such as verizon  facebook  google and others could no longer share information such as check ins  social security numbers  browsing history among the crowd effected  it also ban the sharing in public forum of medical stats on  sites such as grinder  who ask members to list whether or not they are hiv positive and hep c  this information is no longer listed  as it violates hippa standards  ,0
